cusip6,cik,name,cusip,form10KUrls
18885T,1649096,"{'CLIPPER RLTY INC', 'Clipper Realty Inc.'}","{'18885T956', '18885t306', '18885T306', '18885T906'}",https://www.sec.gov/Archives/edgar/data/1649096/000143774923006886/0001437749-23-006886.txt
189054,21076,"{'CLOROX COMPANY', 'CLOROX CO DEL'}","{'189054959', '189054909', '189054109'}",https://www.sec.gov/Archives/edgar/data/21076/000002107623000037/0000021076-23-000037.txt
18914F,1801170,{'CLOVER HEALTH INVESTMENTS CO'},"{'18914F103', '18914F953', '18914F903'}",https://www.sec.gov/Archives/edgar/data/1801170/000180117023000015/0001801170-23-000015.txt
18915M,1477333,"{None, 'CLOUDFLARE INC', 'CLOUDFLARE INC   CLASS A', 'CLOUDFLARE INC CLASS A'}","{'18915m107', '18915MAC1', '18915M107', '18915MAB3', '18915M957', '18915M907'}",https://www.sec.gov/Archives/edgar/data/1477333/000147733323000017/0001477333-23-000017.txt
189763,1692415,{'CO-DIAGNOSTICS INC'},"{'189763955', '189763905', '189763105'}",https://www.sec.gov/Archives/edgar/data/1692415/000149315223007925/0001493152-23-007925.txt
19046P,1437958,{'COASTAL FINANCIAL CORP/WA'},{'19046P209'},https://www.sec.gov/Archives/edgar/data/1437958/000143795823000051/0001437958-23-000051.txt
191098,317540,{'COCA COLA CONS INC'},{'191098102'},https://www.sec.gov/Archives/edgar/data/317540/000031754023000009/0000317540-23-000009.txt
191216,21344,{'COCA COLA CO'},"{'191216100', '191216900', '191216950', '191216101'}",https://www.sec.gov/Archives/edgar/data/21344/000002134423000011/0000021344-23-000011.txt
19188J,1412486,{'COCRYSTAL PHARMA INC'},{'19188J409'},https://www.sec.gov/Archives/edgar/data/1412486/000149315223009385/0001493152-23-009385.txt
19188U,1334325,{'CODA OCTOPUS GROUP INC COM'},{'19188U206'},https://www.sec.gov/Archives/edgar/data/1334325/000149315223002840/0001493152-23-002840.txt
192005,1200375,{'CODEXIS INC'},{'192005106'},https://www.sec.gov/Archives/edgar/data/1200375/000120037523000012/0001200375-23-000012.txt
192025,806279,{'CODORUS VY BANCORP INC'},{'192025104'},https://www.sec.gov/Archives/edgar/data/806279/000080627923000050/0000806279-23-000050.txt
192108,215466,"{'COEUR MNG INC', 'COEUR MINING INC'}","{'192108904', '192108954', '192108504'}",https://www.sec.gov/Archives/edgar/data/215466/000021546623000027/0000215466-23-000027.txt
192176,1007019,{'COFFEE HLDG CO INC'},{'192176105'},https://www.sec.gov/Archives/edgar/data/1007019/000149315223009523/0001493152-23-009523.txt
19239V,1158324,{'COGENT COMMUNICATIONS HOLDIN'},{'19239V302'},https://www.sec.gov/Archives/edgar/data/1158324/000110465923025123/0001104659-23-025123.txt
19240Q,1622229,{'COGENT BIOSCIENCES INC'},"{'19240Q901', '19240Q201'}",https://www.sec.gov/Archives/edgar/data/1622229/000095017023007729/0000950170-23-007729.txt
192422,851205,{'COGNEX CORP'},"{'192422953', '192422103', '192422903'}",https://www.sec.gov/Archives/edgar/data/851205/000085120523000004/0000851205-23-000004.txt
192446,1058290,"{'COGNIZANT TECHNOLOGY SOLUTIO', 'Cognizant Technology Solutions Corp.'}","{'192446902', '192446952', '192446102'}",https://www.sec.gov/Archives/edgar/data/1058290/000105829023000027/0001058290-23-000027.txt
19247A,1284812,{'COHEN & STEERS INC'},{'19247A100'},https://www.sec.gov/Archives/edgar/data/1284812/000128481223000102/0001284812-23-000102.txt
19249H,1512762,"{None, 'COHERUS BIOSCIENCES INC'}","{'19249H103', '19249H903', '19249HAB9', '19249H953'}",https://www.sec.gov/Archives/edgar/data/1512762/000155837023002917/0001558370-23-002917.txt
19249M,1270436,{'COHEN & CO INC NEW'},{'19249M102'},https://www.sec.gov/Archives/edgar/data/1270436/000143774923005908/0001437749-23-005908.txt
192576,1069157,{'COHU INC'},"{'192576906', '192576106', '192576956'}",https://www.sec.gov/Archives/edgar/data/1069157/000106915723000016/0001069157-23-000016.txt
194014,1420800,{'ENOVIS CORPORATION'},{'194014502'},https://www.sec.gov/Archives/edgar/data/1420800/000142080023000008/0001420800-23-000008.txt
194162,21665,{'COLGATE PALMOLIVE CO'},"{'194162953', '194162903', '194162103'}",https://www.sec.gov/Archives/edgar/data/21665/000002166523000007/0000021665-23-000007.txt
19623P,711669,{'COLONY BANKCORP INC'},{'19623P101'},https://www.sec.gov/Archives/edgar/data/711669/000071166923000041/0000711669-23-000041.txt
197236,887343,{'COLUMBIA BKG SYS INC'},{'197236102'},https://www.sec.gov/Archives/edgar/data/887343/000088734323000072/0000887343-23-000072.txt
198516,1050797,{'COLUMBIA SPORTSWEAR CO'},{'198516106'},https://www.sec.gov/Archives/edgar/data/1050797/000105079723000047/0001050797-23-000047.txt
199333,1005229,{'COLUMBUS MCKINNON CORP N Y'},{'199333105'},https://www.sec.gov/Archives/edgar/data/1005229/000100522923000169/0001005229-23-000169.txt
199908,1035983,{'COMFORT SYS USA INC'},"{'199908104', '199908904'}",https://www.sec.gov/Archives/edgar/data/1035983/000155837023001757/0001558370-23-001757.txt
20030N,1166691,"{'COMCAST CORP NEW', 'COMCAST CL A ORD', 'Comcast Corp Cl A'}","{'20030N951', '20030N901', '20030N101', '20030n101'}",https://www.sec.gov/Archives/edgar/data/1166691/000116669123000010/0001166691-23-000010.txt
200340,28412,{'COMERICA INC'},"{'200340957', '200340907', '200340107'}",https://www.sec.gov/Archives/edgar/data/28412/000002841223000094/0000028412-23-000094.txt
200525,22356,{'COMMERCE BANCSHARES INC'},{'200525103'},https://www.sec.gov/Archives/edgar/data/22356/000002235623000017/0000022356-23-000017.txt
201712,924168,{'COMMERCIAL INTL BK EGYPT S'},{'201712304'},https://www.sec.gov/Archives/edgar/data/924168/000092416823000035/0000924168-23-000035.txt
201723,22444,{'COMMERCIAL METALS CO'},"{'201723103', '201723903', '201723953'}",https://www.sec.gov/Archives/edgar/data/22444/000002244423000126/0000022444-23-000126.txt
202608,1290900,{'COMMERCIAL VEH GROUP INC'},"{'202608905', '202608105'}",https://www.sec.gov/Archives/edgar/data/1290900/000162828023006568/0001628280-23-006568.txt
20337X,1517228,{'COMMSCOPE HLDG CO INC'},"{'20337X959', '20337X109', '20337X909'}",https://www.sec.gov/Archives/edgar/data/1517228/000095017023003856/0000950170-23-003856.txt
203668,1108109,{'COMMUNITY HEALTH SYS INC NEW'},"{'203668108', '203668908', '203668958'}",https://www.sec.gov/Archives/edgar/data/1108109/000156459023002038/0001564590-23-002038.txt
20368X,855874,{'COMMUNITY FINL CORP MD'},"{'20368X101', '20368x101'}",https://www.sec.gov/Archives/edgar/data/855874/000162828023005999/0001628280-23-005999.txt
20369C,1631569,{'COMMUNITY HEALTHCARE TR INC'},{'20369C106'},https://www.sec.gov/Archives/edgar/data/1631569/000163156923000017/0001631569-23-000017.txt
204149,350852,{'COMMUNITY TR BANCORP INC'},{'204149108'},https://www.sec.gov/Archives/edgar/data/350852/000114036123009057/0001140361-23-009057.txt
204157,1051343,{'COMMUNITY WEST BANCSHARES'},{'204157101'},https://www.sec.gov/Archives/edgar/data/1051343/000114036123015469/0001140361-23-015469.txt
204166,1169561,{'COMMVAULT SYS INC'},"{'204166902', '204166102'}",https://www.sec.gov/Archives/edgar/data/1169561/000116956123000044/0001169561-23-000044.txt
20451N,1227654,"{'COMPASS MINERALS INTL INC', 'Compass Minerals International'}","{'20451N951', '20451n101', '20451N901', '20451N101'}",https://www.sec.gov/Archives/edgar/data/1227654/000122765423000226/0001227654-23-000226.txt
20451Q,1345122,"{'COMPASS MINERALS INTERNATION', 'Compass Diversified LP'}","{'20451q104', '20451Q104'}",https://www.sec.gov/Archives/edgar/data/1345122/000134512623000020/0001345126-23-000020.txt
20451W,1816590,"{'COMPASS PATHWAYS PLC', 'Compass Pathways PLC'}","{'20451W101', '20451w101'}",https://www.sec.gov/Archives/edgar/data/1816590/000162828023005356/0001628280-23-005356.txt
20454B,1738021,{'COMPASS THERAPEUTICS INC'},{'20454B104'},https://www.sec.gov/Archives/edgar/data/1738021/000117184323001691/0001171843-23-001691.txt
204833,1828608,{'COMPUTEHEALTHACQUISITION-A'},{'204833107'},https://www.sec.gov/Archives/edgar/data/1828608/000121390023026576/0001213900-23-026576.txt
205306,1169445,{'COMPUTER PROGRAMS & SYS INC'},{'205306103'},https://www.sec.gov/Archives/edgar/data/1169445/000116944523000003/0001169445-23-000003.txt
205477,23111,{'COMPUTER TASK GROUP ORD'},{'205477102'},https://www.sec.gov/Archives/edgar/data/23111/000095017023008194/0000950170-23-008194.txt
20563P,1049606,{'COMPX INTERNATIONAL INC'},{'20563P101'},https://www.sec.gov/Archives/edgar/data/1049606/000155837023002573/0001558370-23-002573.txt
20564W,1158172,{'COMSCORE INC'},{'20564W105'},https://www.sec.gov/Archives/edgar/data/1158172/000115817223000013/0001158172-23-000013.txt
205650,1178727,{'COMSOVEREIGN HLDG CORP COM NEW'},{'205650203'},https://www.sec.gov/Archives/edgar/data/1178727/000121390023093792/0001213900-23-093792.txt
205750,1120970,{'COMSTOCK INC'},{'205750300'},https://www.sec.gov/Archives/edgar/data/1120970/000112097023000017/0001120970-23-000017.txt
205768,23194,{'COMSTOCK RES INC'},"{'205768902', '205768952', '205768302'}",https://www.sec.gov/Archives/edgar/data/23194/000002319423000009/0000023194-23-000009.txt
205887,23217,{'CONAGRA BRANDS INC'},"{'205887102', '205887902', '205887952'}",https://www.sec.gov/Archives/edgar/data/23217/000143774923019879/0001437749-23-019879.txt
20602D,1803599,"{'CONCENTRIX CORP', 'CONCENTRIX CORP COM'}","{'20602d101', '20602D901', '20602D101', '20602D951'}",https://www.sec.gov/Archives/edgar/data/1803599/000180359923000016/0001803599-23-000016.txt
206704,1703956,{'CONCRETE PUMPING HOLDINGS IN'},{'206704108'},https://www.sec.gov/Archives/edgar/data/1703956/000143774923002137/0001437749-23-002137.txt
206787,1677703,{'CONDUENT INC'},"{'206787103', '206787953', '206787903'}",https://www.sec.gov/Archives/edgar/data/1677703/000167770323000011/0001677703-23-000011.txt
20731J,1502292,{'CONIFER HLDGS INC'},{'20731J102'},https://www.sec.gov/Archives/edgar/data/1502292/000095017023009881/0000950170-23-009881.txt
207410,816956,{'CONMED CORP'},"{'207410101', '207410901', '207410951'}",https://www.sec.gov/Archives/edgar/data/816956/000081695623000004/0000816956-23-000004.txt
20786W,712771,"{'CONNECTONE BANCORP', 'CONNECTONE BANCORP INC'}","{'20786w107', '20786W107'}",https://www.sec.gov/Archives/edgar/data/712771/000143774923004537/0001437749-23-004537.txt
208242,1223389,{'CONNS INC'},"{'208242107', '208242957', '208242907'}",https://www.sec.gov/Archives/edgar/data/1223389/000122338923000014/0001223389-23-000014.txt
20825C,1163165,"{'CONOCOPHILLIPS', 'Conocophillips'}","{'20825C954', '20825C904', '20825c104', '20825C104', '20825C105'}",https://www.sec.gov/Archives/edgar/data/1163165/000116316523000006/0001163165-23-000006.txt
20854L,1710366,{'CONSOL ENERGY INC NEW'},"{'20854L108', '20854L958', '20854L908'}",https://www.sec.gov/Archives/edgar/data/1710366/000171036623000005/0001710366-23-000005.txt
209034,1304421,{'CONSOLIDATED COMM HLDGS INC'},{'209034107'},https://www.sec.gov/Archives/edgar/data/1304421/000155837023002817/0001558370-23-002817.txt
209115,1047862,{'CONSOLIDATED EDISON INC'},"{'209115954', '209115104', '209115904'}",https://www.sec.gov/Archives/edgar/data/1047862/000104786223000038/0001047862-23-000038.txt
21036P,16918,"{'CONSTELLATION BRAND CLASS A', 'CONSTELLATION BRANDS INC', 'Constellation Brands, Inc.'}","{'21036p108', '21036P908', '21036P108', '21036P958'}",https://www.sec.gov/Archives/edgar/data/16918/000001691823000045/0000016918-23-000045.txt
21044C,1718227,"{'CONSTRUCTION PARTNERS INC CL A', 'CONSTRUCTION PARTNERS INC A'}","{'21044C107', '21044c107'}",https://www.sec.gov/Archives/edgar/data/1718227/000171822723000081/0001718227-23-000081.txt
210502,889609,{'CONSUMER PORTFOLIO SVCS INC'},"{'210502100', '210502900'}",https://www.sec.gov/Archives/edgar/data/889609/000168316823001523/0001683168-23-001523.txt
210751,1411688,{'CONTAINER STORE GROUP INC'},"{'210751903', '210751953', '210751103'}",https://www.sec.gov/Archives/edgar/data/1411688/000155837023010554/0001558370-23-010554.txt
21077C,1822250,{'CONTEXTLOGIC INC'},"{'21077C957', '21077C907', '21077C107'}",https://www.sec.gov/Archives/edgar/data/1822250/000095017023004711/0000950170-23-004711.txt
21077F,1502377,{'CONTANGO ORE INC'},{'21077F100'},https://www.sec.gov/Archives/edgar/data/1502377/000143774923025785/0001437749-23-025785.txt
212015,732834,"{'CONTINENTAL RES INC', 'CONTINENTAL RESOURCES INC/OK'}","{'212015101', '212015901'}",https://www.sec.gov/Archives/edgar/data/732834/000095017023003794/0000950170-23-003794.txt
212873,1823000,"{None, 'CONX CORP CLASS A SHARES'}","{'212873111', '212873103'}",https://www.sec.gov/Archives/edgar/data/1823000/000110465923027429/0001104659-23-027429.txt
216648,711404,"{'COOPER COS INC', 'COOPER COS INC/THE'}","{'216648952', '216648402', '216648902'}",https://www.sec.gov/Archives/edgar/data/711404/000071140423000072/0000711404-23-000072.txt
217204,1513818,{'COPART INC'},"{'217204956', '217204106', '217204906'}",https://www.sec.gov/Archives/edgar/data/1513818/000143774923006587/0001437749-23-006587.txt
21833P,1595097,"{'CORBUS PHARMACEUTICALS HOLDI', 'CORBUS PHARMACEUTICALS HLDGS'}","{'21833P103', '21833P301'}",https://www.sec.gov/Archives/edgar/data/1595097/000095017023006469/0000950170-23-006469.txt
218352,1088856,{'CORCEPT THERAPEUTICS INC'},"{'218352902', '218352102', '218352952'}",https://www.sec.gov/Archives/edgar/data/1088856/000162828023005581/0001628280-23-005581.txt
218683,1026655,{'CORE MOLDING TECHNOLOGIES IN'},{'218683100'},https://www.sec.gov/Archives/edgar/data/1026655/000102665523000012/0001026655-23-000012.txt
21870U,1347652,{'CORENERGY INFRASTRUCTURE TR'},{'21870U502'},https://www.sec.gov/Archives/edgar/data/1347652/000134765223000035/0001347652-23-000035.txt
21871N,1070985,{'CORECIVIC INC'},"{'21871N951', '21871N901', '21871N101'}",https://www.sec.gov/Archives/edgar/data/1070985/000095017023003390/0000950170-23-003390.txt
21900C,1410098,"{'CORMEDIX INC COM', 'CORMEDIX INC'}","{'21900c308', '21900C308', '21900C958', '21900C908'}",https://www.sec.gov/Archives/edgar/data/1410098/000121390023024310/0001213900-23-024310.txt
219350,24741,"{'Corning Inc', 'CORNING INC'}","{'219350905', '219350955', '219350105'}",https://www.sec.gov/Archives/edgar/data/24741/000143774923003123/0001437749-23-003123.txt
22002T,9466,{'CORPORATE OFFICE PROPERTIES TRUST'},{'22002T108'},https://www.sec.gov/Archives/edgar/data/9466/000110935723000018/0001109357-23-000018.txt
22052L,1755672,{'CORTEVA INC'},"{'22052l104', '22052L904', '22052L954', '22052L104'}",https://www.sec.gov/Archives/edgar/data/1755672/000175567223000005/0001755672-23-000005.txt
22053A,1662774,"{'QUINCE THERAPEUTICS INC', 'Quince Therapeutics Inc'}","{'22053A107', '22053A907'}",https://www.sec.gov/Archives/edgar/data/1662774/000095017023008148/0000950170-23-008148.txt
221006,874866,{'CORVEL CORP'},{'221006109'},https://www.sec.gov/Archives/edgar/data/874866/000095017023024535/0000950170-23-024535.txt
221015,1626971,{'CORVUS PHARMACEUTICALS INC'},{'221015100'},https://www.sec.gov/Archives/edgar/data/1626971/000155837023004792/0001558370-23-004792.txt
221413,1474167,{'COSMOS HEALTH INC'},{'221413305'},https://www.sec.gov/Archives/edgar/data/1474167/000147793223002443/0001477932-23-002443.txt
22160K,909832,"{'COSTCO WHOLESALE', 'COSTCO WHSL CORP NEW', 'COSTCO WHOLESALE CO'}","{'22160k105', '22160K106', '22160K905', '22160K955', '22160K105'}",https://www.sec.gov/Archives/edgar/data/909832/000090983223000042/0000909832-23-000042.txt
22160N,1057352,"{'COSTAR GROUP INC', 'COSTAR GROUP INC COM'}","{'22160N959', '22160N909', '22160N109', '22160n109'}",https://www.sec.gov/Archives/edgar/data/1057352/000105735223000030/0001057352-23-000030.txt
222070,1024305,"{'COTY INC', 'COTY INC-CL A'}","{'222070953', '222070203', '222070903'}",https://www.sec.gov/Archives/edgar/data/1024305/000102430523000060/0001024305-23-000060.txt
222795,25232,{'Cousins Properties'},{'222795502'},https://www.sec.gov/Archives/edgar/data/25232/000002523223000003/0000025232-23-000003.txt
22284P,928658,"{'Covenant Logistics Group, Inc. Class A'}",{'22284P105'},https://www.sec.gov/Archives/edgar/data/928658/000143774923004926/0001437749-23-004926.txt
223622,1466538,"{'COWEN INC', 'COWEN INC   A'}","{'223622606', '223622906'}",https://www.sec.gov/Archives/edgar/data/1466538/000146653823000018/0001466538-23-000018.txt
22410J,1067294,"{'CRACKER BARREL OLD CTRY STOR', 'Cracker Barrel'}","{'22410J956', '22410J906', '22410J106', '22410j106'}",https://www.sec.gov/Archives/edgar/data/1067294/000114036123045201/0001140361-23-045201.txt
224633,25475,{'CRAWFORD & CO'},"{'224633107', '224633206'}",https://www.sec.gov/Archives/edgar/data/25475/000095017023006267/0000950170-23-006267.txt
22530J,1356093,{'CREATIVE REALITIES INC'},{'22530J309'},https://www.sec.gov/Archives/edgar/data/1356093/000143774923008631/0001437749-23-008631.txt
225310,885550,{'CREDIT ACCEP CORP MICH'},"{'225310901', '225310101', '225310951'}",https://www.sec.gov/Archives/edgar/data/885550/000088555023000023/0000885550-23-000023.txt
225655,1633336,{'CRESCENT CAP BDC INC'},{'225655109'},https://www.sec.gov/Archives/edgar/data/1633336/000095017023003786/0000950170-23-003786.txt
226344,1136352,"{'CRESTWOOD EQUITY PARTNERS LP', 'Crestwood Equity Partners'}","{'226344109', '226344908', '226344208', '226344958'}",https://www.sec.gov/Archives/edgar/data/1136352/000113635223000003/0001136352-23-000003.txt
22658D,1828962,"{'CRICUT, INC. CMN'}",{'22658D100'},https://www.sec.gov/Archives/edgar/data/1828962/000182896223000011/0001828962-23-000011.txt
22662X,1562151,{'CRIMSON WINE GROUP LTD COM'},{'22662X100'},https://www.sec.gov/Archives/edgar/data/1562151/000156215123000004/0001562151-23-000004.txt
22663K,1658247,{'CRINETICS PHARMACEUTICALS IN'},{'22663K107'},https://www.sec.gov/Archives/edgar/data/1658247/000095017023005132/0000950170-23-005132.txt
226718,1576427,"{'CRITEO S A', 'CRESCENT POINT ENERGY CORP'}","{'226718954', '226718104', '226718904'}",https://www.sec.gov/Archives/edgar/data/1576427/000157642723000023/0001576427-23-000023.txt
227046,1334036,{'CROCS INC'},"{'227046109', '227046959', '227046909'}",https://www.sec.gov/Archives/edgar/data/1334036/000133403623000015/0001334036-23-000015.txt
227483,1141103,{'CROSS CTRY HEALTHCARE INC'},"{'227483104', '227483904', '227483954'}",https://www.sec.gov/Archives/edgar/data/1141103/000162828023004859/0001628280-23-004859.txt
22757R,881787,{'CROSS TIMBERS ROYALTY TRUST'},{'22757R109'},https://www.sec.gov/Archives/edgar/data/881787/000119312523085713/0001193125-23-085713.txt
22758A,1538849,{'Crossamerica Partners LP'},{'22758a105'},https://www.sec.gov/Archives/edgar/data/1538849/000095017023004794/0000950170-23-004794.txt
22766M,1458412,{'CROSSFIRST BANKSHARES INC'},{'22766M109'},https://www.sec.gov/Archives/edgar/data/1458412/000156276223000082/0001562762-23-000082.txt
